Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID,Latitude,Longitude
6937,Eastern European Studies,University of Western Australia,Australia/Oceania,Australia,Perth,1,127,-31.9506520,115.7978755
6938,Eastern European Studies,University of Wisconsin-Madison,North America,USA,Madison,1,128,43.0802745,-89.4309587
6939,Eastern European Studies,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129,-34.4050554,150.8783465
6940,Eastern European Studies,University of Zagreb,Europe,Croatia,Zagreb,1,247,45.8168948,15.8978240
6941,Eastern European Studies,University of Zurich,Europe,Switzerland,Zurich,1,188,47.4968435,8.7298072
6942,Eastern European Studies,Uppsala University,Europe,Sweden,Uppsala,1,189,59.8576363,17.6294616
6943,Eastern European Studies,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131,-41.2051787,174.7985379
6944,Eastern European Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,132,,
6945,Eastern European Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,190,,
6946,Eastern European Studies,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133,-33.7683269,150.7301189
6947,Eastern European Studies,Western University,North America,Canada,London,1,134,43.0054234,-81.2748010
6948,Eastern European Studies,Yeungnam University,Asia,South Korea,Gyeongbuk,1,191,35.8280220,128.7572223
6949,Eastern European Studies,Yonsei University,Asia,South Korea,Seoul,1,135,37.5603559,126.9351585
6950,Eastern European Studies,York University,North America,Canada,Toronto,1,136,43.7743325,-79.5002705
6951,Economics,Åbo Akademi University,Europe,Finland,Abo,1,0,60.4534537,22.2792379
6952,Economics,Arizona State University,North America,USA,Tempe,1,1,33.4213174,-111.9331631
6953,Economics,Ashoka University,Asia,India,Sonipat,1,138,28.9469007,77.1014386
6954,Economics,Athens University of Economics and Business,Europe,Greece,Athens,1,305,37.9941383,23.7324792
6955,Economics,Australian National University,Australia/Oceania,Australia,Canbarra,1,2,,
6956,Economics,Barnard College,North America,USA,New York City,1,3,40.8094864,-73.9635510
6957,Economics,Bielefeld University,Europe,Germany,Bielefeld,1,306,52.0444616,8.4927162
6958,Economics,Boston College,North America,USA,Chestnut Hill,1,4,42.3354481,-71.1682665
6959,Economics,Boston University,North America,USA,Boston,1,5,42.3504215,-71.1032247
6960,Economics,Ca' Foscari University of Venice,Europe,Italy,Venice,1,307,,
6961,Economics,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7,50.0888947,14.4162757
6962,Economics,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8,,
6963,Economics,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9,35.6403751,139.4045306
6964,Economics,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10,,
6965,Economics,Concordia University,North America,Canada,Montréal,1,11,45.4952441,-73.5785815
6966,Economics,Cornell University,North America,USA,Ithaca,1,12,42.4529076,-76.4800842
6967,Economics,CY Cergy Paris University,Europe,France,Cergy-Pontoise Cedex,1,308,,
6968,Economics,Dartmouth College,North America,USA,Hanover,1,213,43.7046757,-72.2942089
6969,Economics,Deakin University,Australia/Oceania,Australia,Melbourne,1,13,-37.8475136,145.1149474
6970,Economics,Erasmus University Rotterdam,Europe,Netherlands,Rotterdam,1,309,51.9176312,4.5259623
6971,Economics,Ewha Womans University,Asia,South Korea,Seoul,1,15,37.5643371,126.9468925
6972,Economics,Fudan University,Asia,China (Mainland),Shanghai,1,16,,
6973,Economics,Goethe University Frankfurt,Europe,Germany,Frankfurt Am Main,1,17,50.1272185,8.6685531
6974,Economics,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18,-27.5466249,153.0642922
6975,Economics,Heidelberg University,Europe,Germany,HEIDELBERG,1,19,49.4186003,8.6692402
6976,Economics,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146,,
6977,Economics,Humboldt-Universität zu Berlin,Europe,Germany,Berlin,1,310,52.5183402,13.3929202
6978,Economics,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22,,
6979,Economics,Karlstad University,Europe,Sweden,Karlstad,1,23,,
6980,Economics,Korea University,Asia,South Korea,Soul,1,24,37.5880378,127.0323927
6981,Economics,Linköping University,Europe,Sweden,Linköping,1,25,58.3977911,15.5754544
6982,Economics,Linnæus University,Europe,Sweden,Väjxö,1,26,,
6983,Economics,Ludwig-Maximilians-Universität München (LMU),Europe,Germany,Muenchen,1,311,,
6984,Economics,Luleå University of Technology,Europe,Sweden,Luleå,1,28,65.6182538,22.1383085
6985,Economics,Lund University,Europe,Sweden,Lund,1,29,55.7126504,13.2107587
6986,Economics,Maastricht University,Europe,Netherlands,MAASTRICHT,1,312,50.8472117,5.6859518
6987,Economics,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30,,
6988,Economics,McGill University,North America,Canada,Montreal,1,31,45.5068861,-73.5787118
6989,Economics,McMaster University,North America,Canada,Hamilton,1,32,43.2639397,-79.9178252
6990,Economics,Mid Sweden University,Europe,Sweden,Sundsvall,1,33,62.3930729,17.2834483
6991,Economics,Monash University,Australia/Oceania,Australia,Clayton,1,34,-37.9143766,145.1316672
6992,Economics,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35,35.1533087,136.9677806
6993,Economics,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36,19.3215970,-99.1849259
6994,Economics,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37,,
6995,Economics,National University of Colombia,South America,Colombia,Bogota,1,38,4.6387426,-74.0852375
6996,Economics,National University of Singapore,Asia,Singapore,Singapore,1,39,1.2959845,103.7766186
6997,Economics,New York University,North America,USA,New York City,1,40,40.7292053,-73.9950148
6998,Economics,North Carolina State University,North America,USA,Raleigh,1,41,35.7718497,-78.6740870
6999,Economics,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42,,
7000,Economics,Osaka University,Asia,Japan,Suita,1,43,34.8229392,135.5257577
7001,Economics,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44,,
7002,Economics,Queen Mary University of London,Europe,United Kingdom,London,1,313,51.5247403,-0.0393136
7003,Economics,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45,,
7004,Economics,Reykjavik University,Europe,Iceland,Reykjavik,1,275,64.1247375,-21.9275372
7005,Economics,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46,35.0344040,135.7266470
7006,Economics,Seoul National University,Asia,South Korea,Seoul,1,47,37.4669776,126.9491379
7007,Economics,Simon Fraser University,North America,Canada,Burnaby,1,48,49.2767096,-122.9178030
7008,Economics,Singapore Management University,Asia,Singapore,Singapore,1,49,1.2961680,103.8500437
7009,Economics,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51,-33.9326212,18.8650551
7010,Economics,Sungkyunkwan University,Asia,South Korea,Soul,1,53,37.5870459,126.9906264
7011,Economics,Tampere University,Europe,Finland,Tampere,1,54,61.4934627,23.7789500
7012,Economics,TILBURG UNIVERSITY,Europe,Netherlands,Tilburg,1,277,51.5630609,5.0435985
7013,Economics,Tohoku University,Asia,Japan,Sendai,1,314,38.2533239,140.8742108
7014,Economics,Toulouse Capitole University,Europe,France,Toulouse Cedex 09,1,315,,
7015,Economics,Tsinghua University,Asia,China (Mainland),Beijing,1,56,,
7016,Economics,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57,,
7017,Economics,Umeå University,Europe,Sweden,Umea,1,58,63.8217763,20.3043163
7018,Economics,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59,19.0544632,-98.2849680
7019,Economics,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60,-22.8533498,-43.2331703
7020,Economics,Universidade NOVA de Lisboa,Europe,Portugal,Lisboa,2,316,38.7328407,-9.1602002
7021,Economics,Universidade NOVA de Lisboa,Europe,Portugal,Lisboa,2,317,38.7328407,-9.1602002
7022,Economics,Universitat Autònoma de Barcelona,Europe,Spain,Bellaterra (Cerdanyola Del Valles),1,299,41.5015527,2.1062607
7023,Economics,Université Paris 1 Panthéon-Sorbonne,Europe,France,Paris,1,318,48.8473977,2.3455085
7024,Economics,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62,-34.9189226,138.6042367
7025,Economics,University of Agder,Europe,Norway,Kristiansand,1,63,58.1630985,8.0014426
7026,Economics,University of Akureyri,Europe,Iceland,Akureyri,1,64,,
7027,Economics,University of Alicante,Europe,Spain,Alicante,1,319,38.2761926,-0.6932286
7028,Economics,University of Amsterdam,Europe,Netherlands,Amsterdam,1,320,52.3681334,4.8898042
7029,Economics,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66,-36.8660955,174.7737331
7030,Economics,University of Barcelona,Europe,Spain,Barcelona,2,321,41.3868596,2.1634784
7031,Economics,University of Barcelona,Europe,Spain,Barcelona,2,322,41.3868596,2.1634784
7032,Economics,University of Bayreuth,Europe,Germany,Bayreuth,1,200,49.9270796,11.5872266
7033,Economics,University of Bergamo,Europe,Italy,BERGAMO,1,323,,
7034,Economics,University of Bergen,Europe,Norway,Bergen,2,68,60.3809342,5.3313021
7035,Economics,University of Bergen,Europe,Norway,Bergen,2,324,60.3809342,5.3313021
7036,Economics,University of Bern,Europe,Switzerland,Bern,1,325,46.9509726,7.4386841
7037,Economics,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69,52.4522956,-1.9312857
7038,Economics,University of Bologna,Europe,Italy,Bologna,1,326,44.4982886,11.3544570
7039,Economics,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70,51.5007679,-2.5503106
7040,Economics,University of British Columbia,North America,Canada,Vancouver,1,71,49.2578915,-123.2429755
7041,Economics,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72,-37.3285798,-59.1385728
7042,Economics,University of Calgary,North America,Canada,Calgary,1,73,51.0750540,-114.1388050
7043,Economics,University of California,North America,USA,Santa Barbara,1,74,34.4146025,-119.8458100
7044,Economics,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75,-43.5232778,172.5823435
7045,Economics,University of Chile,South America,Chile,Santiago,1,76,-33.4580688,-70.6634338
7046,Economics,University of Colorado Boulder,North America,USA,Boulder,1,77,40.0070061,-105.2664423
7047,Economics,University of Cyprus,Europe,Cyprus,Nicosia,1,327,35.1451302,33.4102924
7048,Economics,University of Eastern Finland,Europe,Finland,Kuopio,1,78,62.8937283,27.6394748
7049,Economics,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79,55.9440765,-3.1883736
7050,Economics,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80,50.7387148,-3.5384011
7051,Economics,University of Geneva,Europe,Switzerland,Geneva,1,81,,
7052,Economics,University of Gothenburg,Europe,Sweden,Goeteborg,1,82,57.6864579,11.9589874
7053,Economics,University of Guelph,North America,Canada,Guelph,1,83,43.5327864,-80.2249974
7054,Economics,University of Helsinki,Europe,Finland,Helsinki,1,84,60.2267221,25.0176700
7055,Economics,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85,23.1049717,113.4483710
7056,Economics,University of Iceland,Europe,Iceland,Reykjavik,1,86,64.1401832,-21.9539633
7057,Economics,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88,62.2317777,25.7357870
7058,Economics,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89,51.2950874,1.0673313
7059,Economics,University of Lapland,Europe,Finland,Rovaniemi,1,90,66.4857192,25.7181340
7060,Economics,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91,,
7061,Economics,University of Liverpool,Europe,United Kingdom,Liverpool,1,92,53.4072429,-2.9658337
7062,Economics,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93,53.4660226,-2.2330858
7063,Economics,University of Mannheim,Europe,Germany,MANNHEIM,1,203,49.4699765,8.4819024
7064,Economics,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94,-37.7960451,144.9610195
7065,Economics,University of Milan,Europe,Italy,Milano,1,95,45.4757322,9.2282917
7066,Economics,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96,-33.9175994,151.2312369
7067,Economics,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97,35.9050354,-79.0477533
7068,Economics,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98,,
7069,Economics,University of Oslo,Europe,Norway,Oslo,2,99,59.9414173,10.7227683
7070,Economics,University of Oslo,Europe,Norway,Oslo,2,100,59.9414173,10.7227683
7071,Economics,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101,-45.8649793,170.5146149
7072,Economics,University of Oulu,Europe,Finland,Oulu,1,102,65.0593277,25.4673577
7073,Economics,University of Porto,Europe,Portugal,Porto,1,328,41.1784933,-8.5961974
7074,Economics,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103,-27.4981423,153.0111536
7075,Economics,University of São Paulo,South America,Brazil,Butantã,1,104,,
7076,Economics,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105,53.3729622,-1.5059315
7077,Economics,University of South Florida,North America,USA,Tampa,1,106,28.0599999,-82.4138362
7078,Economics,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107,50.9341805,-1.3974844
7079,Economics,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108,,
7080,Economics,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,329,56.3398554,-2.8117775
7081,Economics,University of Stavanger,Europe,Norway,Stavanger,1,110,58.9377085,5.6937667
7082,Economics,University of Strasbourg,Europe,France,Strasbourg Cedex,1,330,,
7083,Economics,University of Sydney,Australia/Oceania,Australia,Sydney,1,111,-33.8889072,151.1894111
7084,Economics,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112,-42.9068220,147.3218083
7085,Economics,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113,-33.8832536,151.2003294
7086,Economics,University of Texas at Austin,North America,USA,Austin,1,114,30.2851494,-97.7339352
7087,Economics,University of the Andes,South America,Colombia,Bogotá,1,115,,
7088,Economics,University of the Basque Country,Europe,Spain,Donostia-San Sebastian,1,205,43.3092116,-2.0107957
7089,Economics,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116,,
7090,Economics,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117,,
7091,Economics,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118,,
7092,Economics,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119,43.5502208,-79.6626584
7093,Economics,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120,43.7842666,-79.1851228
7094,Economics,University of Toronto - St. George,North America,Canada,Toronto,1,121,43.6634681,-79.3968165
7095,Economics,University of Turku,Europe,Finland,Turku,1,122,60.4560732,22.2864097
7096,Economics,University of Vaasa,Europe,Finland,Vaasa,1,123,63.1043242,21.5935646
7097,Economics,University of Verona,Europe,Italy,Verona,1,331,,
7098,Economics,University of Victoria,North America,Canada,Victoria,1,124,,
7099,Economics,University of Vienna,Europe,Austria,Wien,1,332,48.2131278,16.3606855
7100,Economics,University of Warsaw,Europe,Poland,Warszawa,1,125,52.2216394,21.0073770
7101,Economics,University of Washington,North America,USA,Seattle,1,126,47.6554303,-122.3001692
7102,Economics,University of Western Australia,Australia/Oceania,Australia,Perth,1,127,-31.9506520,115.7978755
7103,Economics,University of Wisconsin-Madison,North America,USA,Madison,1,128,43.0802745,-89.4309587
7104,Economics,University of Zurich,Europe,Switzerland,Zurich,1,333,47.4968435,8.7298072
7105,Economics,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131,-41.2051787,174.7985379
7106,Economics,Vrije Universiteit Amsterdam,Europe,Netherlands,Amsterdam,1,285,52.3340539,4.8651882
7107,Economics,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",1,132,,
7108,Economics,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133,-33.7683269,150.7301189
7109,Economics,Western University,North America,Canada,London,1,134,43.0054234,-81.2748010
7110,Economics,Yonsei University,Asia,South Korea,Seoul,1,135,37.5603559,126.9351585
7111,Economics,York University,North America,Canada,Toronto,1,136,43.7743325,-79.5002705
7112,Economics (ENG),Åbo Akademi University,Europe,Finland,Abo,1,0,60.4534537,22.2792379
7113,Economics (ENG),Arizona State University,North America,USA,Tempe,1,1,33.4213174,-111.9331631
7114,Economics (ENG),Ashoka University,Asia,India,Sonipat,1,138,28.9469007,77.1014386
7115,Economics (ENG),Athens University of Economics and Business,Europe,Greece,Athens,1,305,37.9941383,23.7324792
7116,Economics (ENG),Australian National University,Australia/Oceania,Australia,Canbarra,1,2,,
7117,Economics (ENG),Barnard College,North America,USA,New York City,1,3,40.8094864,-73.9635510
7118,Economics (ENG),Bielefeld University,Europe,Germany,Bielefeld,1,306,52.0444616,8.4927162
7119,Economics (ENG),Boston College,North America,USA,Chestnut Hill,1,4,42.3354481,-71.1682665
7120,Economics (ENG),Boston University,North America,USA,Boston,1,5,42.3504215,-71.1032247
7121,Economics (ENG),Ca' Foscari University of Venice,Europe,Italy,Venice,1,307,,
7122,Economics (ENG),Charles University (Prague),Europe,Czech Republic,Praha 1,1,7,50.0888947,14.4162757
7123,Economics (ENG),Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8,,
7124,Economics (ENG),Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9,35.6403751,139.4045306
7125,Economics (ENG),City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10,,
7126,Economics (ENG),Concordia University,North America,Canada,Montréal,1,11,45.4952441,-73.5785815
7127,Economics (ENG),Cornell University,North America,USA,Ithaca,1,12,42.4529076,-76.4800842
7128,Economics (ENG),CY Cergy Paris University,Europe,France,Cergy-Pontoise Cedex,1,308,,
7129,Economics (ENG),Dartmouth College,North America,USA,Hanover,1,213,43.7046757,-72.2942089
7130,Economics (ENG),Deakin University,Australia/Oceania,Australia,Melbourne,1,13,-37.8475136,145.1149474
7131,Economics (ENG),Erasmus University Rotterdam,Europe,Netherlands,Rotterdam,1,309,51.9176312,4.5259623
7132,Economics (ENG),Ewha Womans University,Asia,South Korea,Seoul,1,15,37.5643371,126.9468925
7133,Economics (ENG),Fudan University,Asia,China (Mainland),Shanghai,1,16,,
7134,Economics (ENG),Goethe University Frankfurt,Europe,Germany,Frankfurt Am Main,1,17,50.1272185,8.6685531
7135,Economics (ENG),Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18,-27.5466249,153.0642922
7136,Economics (ENG),Heidelberg University,Europe,Germany,HEIDELBERG,1,19,49.4186003,8.6692402
7137,Economics (ENG),Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146,,
7138,Economics (ENG),Humboldt-Universität zu Berlin,Europe,Germany,Berlin,1,310,52.5183402,13.3929202
7139,Economics (ENG),Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22,,
7140,Economics (ENG),Karlstad University,Europe,Sweden,Karlstad,1,23,,
7141,Economics (ENG),Korea University,Asia,South Korea,Soul,1,24,37.5880378,127.0323927
7142,Economics (ENG),Linköping University,Europe,Sweden,Linköping,1,25,58.3977911,15.5754544
7143,Economics (ENG),Linnæus University,Europe,Sweden,Väjxö,1,26,,
7144,Economics (ENG),Ludwig-Maximilians-Universität München (LMU),Europe,Germany,Muenchen,1,311,,
7145,Economics (ENG),Luleå University of Technology,Europe,Sweden,Luleå,1,28,65.6182538,22.1383085
7146,Economics (ENG),Lund University,Europe,Sweden,Lund,1,29,55.7126504,13.2107587
7147,Economics (ENG),Maastricht University,Europe,Netherlands,MAASTRICHT,1,312,50.8472117,5.6859518
7148,Economics (ENG),Macquarie University,Australia/Oceania,Australia,North Ryde,1,30,,
7149,Economics (ENG),McGill University,North America,Canada,Montreal,1,31,45.5068861,-73.5787118
7150,Economics (ENG),McMaster University,North America,Canada,Hamilton,1,32,43.2639397,-79.9178252
7151,Economics (ENG),Mid Sweden University,Europe,Sweden,Sundsvall,1,33,62.3930729,17.2834483
7152,Economics (ENG),Monash University,Australia/Oceania,Australia,Clayton,1,34,-37.9143766,145.1316672
7153,Economics (ENG),Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35,35.1533087,136.9677806
7154,Economics (ENG),National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36,19.3215970,-99.1849259
7155,Economics (ENG),National Taiwan University,Asia,China (Taiwan),Taipei City,1,37,,
7156,Economics (ENG),National University of Colombia,South America,Colombia,Bogota,1,38,4.6387426,-74.0852375
7157,Economics (ENG),National University of Singapore,Asia,Singapore,Singapore,1,39,1.2959845,103.7766186
7158,Economics (ENG),New York University,North America,USA,New York City,1,40,40.7292053,-73.9950148
7159,Economics (ENG),North Carolina State University,North America,USA,Raleigh,1,41,35.7718497,-78.6740870
7160,Economics (ENG),Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42,,
7161,Economics (ENG),Osaka University,Asia,Japan,Suita,1,43,34.8229392,135.5257577
7162,Economics (ENG),Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44,,
7163,Economics (ENG),Queen Mary University of London,Europe,United Kingdom,London,1,313,51.5247403,-0.0393136
7164,Economics (ENG),Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45,,
7165,Economics (ENG),Reykjavik University,Europe,Iceland,Reykjavik,1,275,64.1247375,-21.9275372
7166,Economics (ENG),Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46,35.0344040,135.7266470
7167,Economics (ENG),Seoul National University,Asia,South Korea,Seoul,1,47,37.4669776,126.9491379
7168,Economics (ENG),Simon Fraser University,North America,Canada,Burnaby,1,48,49.2767096,-122.9178030
7169,Economics (ENG),Singapore Management University,Asia,Singapore,Singapore,1,49,1.2961680,103.8500437
7170,Economics (ENG),Stellenbosch University,Africa,South Africa,Stellenbosch,1,51,-33.9326212,18.8650551
7171,Economics (ENG),Sungkyunkwan University,Asia,South Korea,Soul,1,53,37.5870459,126.9906264
7172,Economics (ENG),Tampere University,Europe,Finland,Tampere,1,54,61.4934627,23.7789500
7173,Economics (ENG),TILBURG UNIVERSITY,Europe,Netherlands,Tilburg,1,277,51.5630609,5.0435985
7174,Economics (ENG),Tohoku University,Asia,Japan,Sendai,1,314,38.2533239,140.8742108
7175,Economics (ENG),Toulouse Capitole University,Europe,France,Toulouse Cedex 09,1,315,,
7176,Economics (ENG),Tsinghua University,Asia,China (Mainland),Beijing,1,56,,
7177,Economics (ENG),UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57,,
7178,Economics (ENG),Umeå University,Europe,Sweden,Umea,1,58,63.8217763,20.3043163
7179,Economics (ENG),Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59,19.0544632,-98.2849680
7180,Economics (ENG),Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60,-22.8533498,-43.2331703
7181,Economics (ENG),Universidade NOVA de Lisboa,Europe,Portugal,Lisboa,2,316,38.7328407,-9.1602002
7182,Economics (ENG),Universidade NOVA de Lisboa,Europe,Portugal,Lisboa,2,317,38.7328407,-9.1602002
7183,Economics (ENG),Universitat Autònoma de Barcelona,Europe,Spain,Bellaterra (Cerdanyola Del Valles),1,299,41.5015527,2.1062607
7184,Economics (ENG),Université Paris 1 Panthéon-Sorbonne,Europe,France,Paris,1,318,48.8473977,2.3455085
7185,Economics (ENG),University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62,-34.9189226,138.6042367
7186,Economics (ENG),University of Agder,Europe,Norway,Kristiansand,1,63,58.1630985,8.0014426
7187,Economics (ENG),University of Akureyri,Europe,Iceland,Akureyri,1,64,,
7188,Economics (ENG),University of Alicante,Europe,Spain,Alicante,1,319,38.2761926,-0.6932286
7189,Economics (ENG),University of Amsterdam,Europe,Netherlands,Amsterdam,1,320,52.3681334,4.8898042
7190,Economics (ENG),University of Antwerp,Europe,Belgium,ANTWERPEN,1,334,51.1843856,4.4199387
7191,Economics (ENG),University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66,-36.8660955,174.7737331
7192,Economics (ENG),University of Barcelona,Europe,Spain,Barcelona,2,321,41.3868596,2.1634784
7193,Economics (ENG),University of Barcelona,Europe,Spain,Barcelona,2,322,41.3868596,2.1634784
7194,Economics (ENG),University of Bayreuth,Europe,Germany,Bayreuth,1,200,49.9270796,11.5872266
7195,Economics (ENG),University of Bergamo,Europe,Italy,BERGAMO,1,323,,
7196,Economics (ENG),University of Bergen,Europe,Norway,Bergen,2,68,60.3809342,5.3313021
7197,Economics (ENG),University of Bergen,Europe,Norway,Bergen,2,324,60.3809342,5.3313021
7198,Economics (ENG),University of Bern,Europe,Switzerland,Bern,1,325,46.9509726,7.4386841
7199,Economics (ENG),UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69,52.4522956,-1.9312857
7200,Economics (ENG),UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70,51.5007679,-2.5503106
7201,Economics (ENG),University of British Columbia,North America,Canada,Vancouver,1,71,49.2578915,-123.2429755
7202,Economics (ENG),University of Buenos Aires,South America,Argentina,Buenos Aires,1,72,-37.3285798,-59.1385728
7203,Economics (ENG),University of Calgary,North America,Canada,Calgary,1,73,51.0750540,-114.1388050
7204,Economics (ENG),University of California,North America,USA,Santa Barbara,1,74,34.4146025,-119.8458100
7205,Economics (ENG),University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75,-43.5232778,172.5823435
7206,Economics (ENG),University of Chile,South America,Chile,Santiago,1,76,-33.4580688,-70.6634338
7207,Economics (ENG),University of Colorado Boulder,North America,USA,Boulder,1,77,40.0070061,-105.2664423
7208,Economics (ENG),University of Cyprus,Europe,Cyprus,Nicosia,1,327,35.1451302,33.4102924
7209,Economics (ENG),University of Eastern Finland,Europe,Finland,Kuopio,1,78,62.8937283,27.6394748
7210,Economics (ENG),University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79,55.9440765,-3.1883736
7211,Economics (ENG),UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80,50.7387148,-3.5384011
7212,Economics (ENG),University of Geneva,Europe,Switzerland,Geneva,1,81,,
7213,Economics (ENG),University of Gothenburg,Europe,Sweden,Goeteborg,1,82,57.6864579,11.9589874
7214,Economics (ENG),University of Guelph,North America,Canada,Guelph,1,83,43.5327864,-80.2249974
7215,Economics (ENG),University of Helsinki,Europe,Finland,Helsinki,1,84,60.2267221,25.0176700
7216,Economics (ENG),University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85,23.1049717,113.4483710
7217,Economics (ENG),University of Iceland,Europe,Iceland,Reykjavik,1,86,64.1401832,-21.9539633
7218,Economics (ENG),University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88,62.2317777,25.7357870
7219,Economics (ENG),UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89,51.2950874,1.0673313
7220,Economics (ENG),University of Lapland,Europe,Finland,Rovaniemi,1,90,66.4857192,25.7181340
7221,Economics (ENG),THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91,,
7222,Economics (ENG),University of Liverpool,Europe,United Kingdom,Liverpool,1,92,53.4072429,-2.9658337
7223,Economics (ENG),University of Manchester,Europe,United Kingdom,MANCHESTER,1,93,53.4660226,-2.2330858
7224,Economics (ENG),University of Mannheim,Europe,Germany,MANNHEIM,1,203,49.4699765,8.4819024
7225,Economics (ENG),University of Melbourne,Australia/Oceania,Australia,Parkville,1,94,-37.7960451,144.9610195
7226,Economics (ENG),University of Milan,Europe,Italy,Milano,1,95,45.4757322,9.2282917
