Index,Study field,Institution,Continent,Country,City,N agreements,Agreement_ID
6084,Cross-Cultural Studies,University of São Paulo,South America,Brazil,Butantã,1,104
6085,Cross-Cultural Studies,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105
6086,Cross-Cultural Studies,University of South Florida,North America,USA,Tampa,1,106
6087,Cross-Cultural Studies,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107
6088,Cross-Cultural Studies,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108
6089,Cross-Cultural Studies,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,109
6090,Cross-Cultural Studies,University of Stavanger,Europe,Norway,Stavanger,1,110
6091,Cross-Cultural Studies,University of Sydney,Australia/Oceania,Australia,Sydney,1,111
6092,Cross-Cultural Studies,University of Tartu,Europe,Estonia,Tartu,1,187
6093,Cross-Cultural Studies,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112
6094,Cross-Cultural Studies,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113
6095,Cross-Cultural Studies,University of Texas at Austin,North America,USA,Austin,1,114
6096,Cross-Cultural Studies,University of the Andes,South America,Colombia,Bogotá,1,115
6097,Cross-Cultural Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116
6098,Cross-Cultural Studies,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117
6099,Cross-Cultural Studies,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118
6100,Cross-Cultural Studies,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119
6101,Cross-Cultural Studies,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120
6102,Cross-Cultural Studies,University of Toronto - St. George,North America,Canada,Toronto,1,121
6103,Cross-Cultural Studies,University of Turku,Europe,Finland,Turku,1,122
6104,Cross-Cultural Studies,University of Vaasa,Europe,Finland,Vaasa,1,123
6105,Cross-Cultural Studies,University of Victoria,North America,Canada,Victoria,1,124
6106,Cross-Cultural Studies,University of Warsaw,Europe,Poland,Warszawa,1,125
6107,Cross-Cultural Studies,University of Washington,North America,USA,Seattle,1,126
6108,Cross-Cultural Studies,University of Western Australia,Australia/Oceania,Australia,Perth,1,127
6109,Cross-Cultural Studies,University of Wisconsin-Madison,North America,USA,Madison,1,128
6110,Cross-Cultural Studies,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129
6111,Cross-Cultural Studies,University of Zurich,Europe,Switzerland,Zurich,1,188
6112,Cross-Cultural Studies,Uppsala University,Europe,Sweden,Uppsala,1,189
6113,Cross-Cultural Studies,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131
6114,Cross-Cultural Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,132
6115,Cross-Cultural Studies,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,190
6116,Cross-Cultural Studies,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
6117,Cross-Cultural Studies,Western University,North America,Canada,London,1,134
6118,Cross-Cultural Studies,Yeungnam University,Asia,South Korea,Gyeongbuk,1,191
6119,Cross-Cultural Studies,Yonsei University,Asia,South Korea,Seoul,1,135
6120,Cross-Cultural Studies,York University,North America,Canada,Toronto,1,136
6121,Danish,Åbo Akademi University,Europe,Finland,Abo,1,0
6122,Danish,Al Akhawayn University,Africa,Morocco,Ifrane,1,137
6123,Danish,Arizona State University,North America,USA,Tempe,1,1
6124,Danish,Ashoka University,Asia,India,Sonipat,1,138
6125,Danish,Australian National University,Australia/Oceania,Australia,Canbarra,1,2
6126,Danish,Barnard College,North America,USA,New York City,1,3
6127,Danish,Boston College,North America,USA,Chestnut Hill,1,4
6128,Danish,Boston University,North America,USA,Boston,1,5
6129,Danish,Ca' Foscari University of Venice,Europe,Italy,Venice,1,139
6130,Danish,Charles University (Prague),Europe,Czech Republic,Praha 1,1,7
6131,Danish,Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8
6132,Danish,Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9
6133,Danish,City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10
6134,Danish,Concordia University,North America,Canada,Montréal,1,11
6135,Danish,Cornell University,North America,USA,Ithaca,1,12
6136,Danish,Deakin University,Australia/Oceania,Australia,Melbourne,1,13
6137,Danish,Erasmus University Rotterdam,Europe,Netherlands,Rotterdam,1,142
6138,Danish,Ewha Womans University,Asia,South Korea,Seoul,1,15
6139,Danish,Fudan University,Asia,China (Mainland),Shanghai,1,16
6140,Danish,Georgian American University,Europe,Georgia,Tbilisi,1,144
6141,Danish,Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18
6142,Danish,Hankuk University of Foreign Studies,Asia,South Korea,Seoul,1,145
6143,Danish,Heidelberg University,Europe,Germany,HEIDELBERG,1,19
6144,Danish,Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146
6145,Danish,Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22
6146,Danish,International University of Sarajevo,Europe,Bosnia and Herzegovina,Ilidža/Sarajevo,1,148
6147,Danish,Jeju National University,Asia,South Korea,"Jeju-si, Jeju Special Self-Governing Province",1,150
6148,Danish,Kangwon National University,Asia,South Korea,Gangwon-do,1,151
6149,Danish,Karlstad University,Europe,Sweden,Karlstad,1,23
6150,Danish,Keimyung University,Asia,South Korea,Daegu,1,152
6151,Danish,KIMEP University,Asia,Kazakhstan,Almaty,2,153
6152,Danish,KIMEP University,Asia,Kazakhstan,Almaty,2,154
6153,Danish,Korea University,Asia,South Korea,Soul,1,24
6154,Danish,Kyungpook National University,Asia,South Korea,"Sangyeok-dong, Daegu",1,155
6155,Danish,Leiden University,Europe,Netherlands,Leiden,1,156
6156,Danish,Linköping University,Europe,Sweden,Linköping,1,25
6157,Danish,Linnæus University,Europe,Sweden,Väjxö,1,26
6158,Danish,Luleå University of Technology,Europe,Sweden,Luleå,1,28
6159,Danish,Lund University,Europe,Sweden,Lund,2,29
6160,Danish,Lund University,Europe,Sweden,Lund,2,159
6161,Danish,Macquarie University,Australia/Oceania,Australia,North Ryde,1,30
6162,Danish,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,161
6163,Danish,Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,162
6164,Danish,McGill University,North America,Canada,Montreal,1,31
6165,Danish,McMaster University,North America,Canada,Hamilton,1,32
6166,Danish,Mid Sweden University,Europe,Sweden,Sundsvall,1,33
6167,Danish,Monash University,Australia/Oceania,Australia,Clayton,1,34
6168,Danish,Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35
6169,Danish,National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36
6170,Danish,National Chengchi University,Asia,China (Taiwan),Taipei,1,163
6171,Danish,National Taiwan University,Asia,China (Taiwan),Taipei City,1,37
6172,Danish,National University of Colombia,South America,Colombia,Bogota,1,38
6173,Danish,National University of Singapore,Asia,Singapore,Singapore,1,39
6174,Danish,New York University,North America,USA,New York City,1,40
6175,Danish,North Carolina State University,North America,USA,Raleigh,1,41
6176,Danish,Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42
6177,Danish,Osaka University,Asia,Japan,Suita,1,43
6178,Danish,Pompeu Fabra University,Europe,Spain,Barcelona,1,165
6179,Danish,Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44
6180,Danish,Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45
6181,Danish,Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46
6182,Danish,Seoul National University,Asia,South Korea,Seoul,1,47
6183,Danish,Simon Fraser University,North America,Canada,Burnaby,1,48
6184,Danish,Singapore Management University,Asia,Singapore,Singapore,1,49
6185,Danish,Sogang University,Asia,South Korea,Soul,1,167
6186,Danish,Sorbonne University,Europe,France,Paris,1,50
6187,Danish,Stellenbosch University,Africa,South Africa,Stellenbosch,1,51
6188,Danish,Stockholm University,Europe,Sweden,Stockholm,1,52
6189,Danish,Sungkyunkwan University,Asia,South Korea,Soul,2,53
6190,Danish,Sungkyunkwan University,Asia,South Korea,Soul,2,168
6191,Danish,Tampere University,Europe,Finland,Tampere,1,54
6192,Danish,Tsinghua University,Asia,China (Mainland),Beijing,1,56
6193,Danish,Tunghai University,Asia,China (Taiwan),Taichung City,1,169
6194,Danish,UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57
6195,Danish,Umeå University,Europe,Sweden,Umea,1,58
6196,Danish,Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59
6197,Danish,UNIVERSITY OF LISBOA,Europe,Portugal,Lisboa,1,170
6198,Danish,Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60
6199,Danish,Universität Hamburg,Europe,Germany,Hamburg,1,171
6200,Danish,University College Cork,Europe,Ireland,Cork,1,174
6201,Danish,University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62
6202,Danish,University of Agder,Europe,Norway,Kristiansand,1,63
6203,Danish,University of Akureyri,Europe,Iceland,Akureyri,1,64
6204,Danish,University of Amsterdam,Europe,Netherlands,Amsterdam,1,176
6205,Danish,University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66
6206,Danish,University of Belgrade,Europe,Serbia,Beograd,1,177
6207,Danish,University of Bergen,Europe,Norway,Bergen,2,68
6208,Danish,University of Bergen,Europe,Norway,Bergen,2,178
6209,Danish,UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69
6210,Danish,University of Bologna,Europe,Italy,Bologna,1,179
6211,Danish,UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70
6212,Danish,University of British Columbia,North America,Canada,Vancouver,1,71
6213,Danish,University of Buenos Aires,South America,Argentina,Buenos Aires,1,72
6214,Danish,University of Calgary,North America,Canada,Calgary,1,73
6215,Danish,University of California,North America,USA,Santa Barbara,1,74
6216,Danish,University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75
6217,Danish,University of Chile,South America,Chile,Santiago,1,76
6218,Danish,University of Colorado Boulder,North America,USA,Boulder,1,77
6219,Danish,University of Eastern Finland,Europe,Finland,Kuopio,1,78
6220,Danish,University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79
6221,Danish,UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80
6222,Danish,University of Geneva,Europe,Switzerland,Geneva,1,81
6223,Danish,University of Gothenburg,Europe,Sweden,Goeteborg,1,82
6224,Danish,University of Guelph,North America,Canada,Guelph,1,83
6225,Danish,University of Helsinki,Europe,Finland,Helsinki,1,84
6226,Danish,University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85
6227,Danish,University of Iceland,Europe,Iceland,Reykjavik,2,86
6228,Danish,University of Iceland,Europe,Iceland,Reykjavik,2,180
6229,Danish,University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88
6230,Danish,UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89
6231,Danish,University of Lapland,Europe,Finland,Rovaniemi,1,90
6232,Danish,THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91
6233,Danish,University of Leuven,Europe,Belgium,Leuven,1,182
6234,Danish,University of Liverpool,Europe,United Kingdom,Liverpool,1,92
6235,Danish,University of Manchester,Europe,United Kingdom,MANCHESTER,1,93
6236,Danish,University of Melbourne,Australia/Oceania,Australia,Parkville,1,94
6237,Danish,University of Milan,Europe,Italy,Milano,1,95
6238,Danish,University of New South Wales,Australia/Oceania,Australia,Sydney,1,96
6239,Danish,University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97
6240,Danish,University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98
6241,Danish,University of Oslo,Europe,Norway,Oslo,3,99
6242,Danish,University of Oslo,Europe,Norway,Oslo,3,100
6243,Danish,University of Oslo,Europe,Norway,Oslo,3,184
6244,Danish,University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101
6245,Danish,University of Oulu,Europe,Finland,Oulu,1,102
6246,Danish,University of Pisa,Europe,Italy,Pisa,1,185
6247,Danish,University of Queensland,Australia/Oceania,Australia,Brisbane,1,103
6248,Danish,University of São Paulo,South America,Brazil,Butantã,1,104
6249,Danish,UNIVERSITY OF SHEFFIELD,Europe,United Kingdom,Sheffield,1,105
6250,Danish,University of South Florida,North America,USA,Tampa,1,106
6251,Danish,UNIVERSITY OF SOUTHAMPTON,Europe,United Kingdom,Southampton,1,107
6252,Danish,University of South-Eastern Norway (USN),Europe,Norway,Drammen,1,108
6253,Danish,UNIVERSITY OF ST ANDREWS,Europe,United Kingdom,St Andrews,1,109
6254,Danish,University of Stavanger,Europe,Norway,Stavanger,1,110
6255,Danish,University of Sydney,Australia/Oceania,Australia,Sydney,1,111
6256,Danish,University of Tartu,Europe,Estonia,Tartu,1,187
6257,Danish,University of Tasmania,Australia/Oceania,Australia,Hobart,1,112
6258,Danish,University of Technology Sydney,Australia/Oceania,Australia,Ultimo,1,113
6259,Danish,University of Texas at Austin,North America,USA,Austin,1,114
6260,Danish,University of the Andes,South America,Colombia,Bogotá,1,115
6261,Danish,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,116
6262,Danish,University of the Faroe Islands,Europe,Faroe Islands,Tórshavn,2,117
6263,Danish,University of Tokyo,Asia,Japan,"Bunkyo City, Tokyo",1,118
6264,Danish,University of Toronto - Mississauga,North America,Canada,Mississauga,1,119
6265,Danish,University of Toronto - Scarborough,North America,Canada,Scarborough,1,120
6266,Danish,University of Toronto - St. George,North America,Canada,Toronto,1,121
6267,Danish,University of Turku,Europe,Finland,Turku,1,122
6268,Danish,University of Vaasa,Europe,Finland,Vaasa,1,123
6269,Danish,University of Victoria,North America,Canada,Victoria,1,124
6270,Danish,University of Warsaw,Europe,Poland,Warszawa,1,125
6271,Danish,University of Washington,North America,USA,Seattle,1,126
6272,Danish,University of Western Australia,Australia/Oceania,Australia,Perth,1,127
6273,Danish,University of Wisconsin-Madison,North America,USA,Madison,1,128
6274,Danish,University of Wollongong,Australia/Oceania,Australia,Wollongong,1,129
6275,Danish,University of Zurich,Europe,Switzerland,Zurich,1,188
6276,Danish,Uppsala University,Europe,Sweden,Uppsala,1,189
6277,Danish,Victoria University of Wellington,Australia/Oceania,New Zealand,Wellington,1,131
6278,Danish,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,132
6279,Danish,Waseda University,Asia,Japan,"Shinjuku City, Tokyo",2,190
6280,Danish,Western Sydney University,Australia/Oceania,Australia,Penrith,1,133
6281,Danish,Western University,North America,Canada,London,1,134
6282,Danish,Yeungnam University,Asia,South Korea,Gyeongbuk,1,191
6283,Danish,Yonsei University,Asia,South Korea,Seoul,1,135
6284,Danish,York University,North America,Canada,Toronto,1,136
6285,Dentistry,University of Bergen,Europe,Norway,Bergen,1,300
6286,Dentistry,UNIVERSITY OF DUNDEE,Europe,United Kingdom,DUNDEE,1,301
6287,East and Southeastern European Studies (Balkan Studies),Åbo Akademi University,Europe,Finland,Abo,1,0
6288,East and Southeastern European Studies (Balkan Studies),Al Akhawayn University,Africa,Morocco,Ifrane,1,137
6289,East and Southeastern European Studies (Balkan Studies),Arizona State University,North America,USA,Tempe,1,1
6290,East and Southeastern European Studies (Balkan Studies),Ashoka University,Asia,India,Sonipat,1,138
6291,East and Southeastern European Studies (Balkan Studies),Australian National University,Australia/Oceania,Australia,Canbarra,1,2
6292,East and Southeastern European Studies (Balkan Studies),Barnard College,North America,USA,New York City,1,3
6293,East and Southeastern European Studies (Balkan Studies),Boston College,North America,USA,Chestnut Hill,1,4
6294,East and Southeastern European Studies (Balkan Studies),Boston University,North America,USA,Boston,1,5
6295,East and Southeastern European Studies (Balkan Studies),Ca' Foscari University of Venice,Europe,Italy,Venice,1,139
6296,East and Southeastern European Studies (Balkan Studies),Charles University (Prague),Europe,Czech Republic,Praha 1,1,7
6297,East and Southeastern European Studies (Balkan Studies),Chinese University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,8
6298,East and Southeastern European Studies (Balkan Studies),Chuo University,Asia,Japan,"Hachioji-shi, Tokyo",1,9
6299,East and Southeastern European Studies (Balkan Studies),City University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,10
6300,East and Southeastern European Studies (Balkan Studies),Concordia University,North America,Canada,Montréal,1,11
6301,East and Southeastern European Studies (Balkan Studies),Cornell University,North America,USA,Ithaca,1,12
6302,East and Southeastern European Studies (Balkan Studies),Deakin University,Australia/Oceania,Australia,Melbourne,1,13
6303,East and Southeastern European Studies (Balkan Studies),Erasmus University Rotterdam,Europe,Netherlands,Rotterdam,1,142
6304,East and Southeastern European Studies (Balkan Studies),Ewha Womans University,Asia,South Korea,Seoul,1,15
6305,East and Southeastern European Studies (Balkan Studies),Fudan University,Asia,China (Mainland),Shanghai,1,16
6306,East and Southeastern European Studies (Balkan Studies),Georgian American University,Europe,Georgia,Tbilisi,1,144
6307,East and Southeastern European Studies (Balkan Studies),Griffith University,Australia/Oceania,Australia,Mount Gravatt,1,18
6308,East and Southeastern European Studies (Balkan Studies),Hankuk University of Foreign Studies,Asia,South Korea,Seoul,1,145
6309,East and Southeastern European Studies (Balkan Studies),Heidelberg University,Europe,Germany,HEIDELBERG,1,19
6310,East and Southeastern European Studies (Balkan Studies),Hong Kong University of Science and Technology,Asia,China (Hong Kong),Hong Kong,1,146
6311,East and Southeastern European Studies (Balkan Studies),Ilisimatusarfik - University of Greenland,Europe,Greenland,Nuuk,1,22
6312,East and Southeastern European Studies (Balkan Studies),International University of Sarajevo,Europe,Bosnia and Herzegovina,Ilidža/Sarajevo,1,148
6313,East and Southeastern European Studies (Balkan Studies),Jeju National University,Asia,South Korea,"Jeju-si, Jeju Special Self-Governing Province",1,150
6314,East and Southeastern European Studies (Balkan Studies),Kangwon National University,Asia,South Korea,Gangwon-do,1,151
6315,East and Southeastern European Studies (Balkan Studies),Karlstad University,Europe,Sweden,Karlstad,1,23
6316,East and Southeastern European Studies (Balkan Studies),Keimyung University,Asia,South Korea,Daegu,1,152
6317,East and Southeastern European Studies (Balkan Studies),KIMEP University,Asia,Kazakhstan,Almaty,2,153
6318,East and Southeastern European Studies (Balkan Studies),KIMEP University,Asia,Kazakhstan,Almaty,2,154
6319,East and Southeastern European Studies (Balkan Studies),Korea University,Asia,South Korea,Soul,1,24
6320,East and Southeastern European Studies (Balkan Studies),Kyungpook National University,Asia,South Korea,"Sangyeok-dong, Daegu",1,155
6321,East and Southeastern European Studies (Balkan Studies),Leiden University,Europe,Netherlands,Leiden,1,156
6322,East and Southeastern European Studies (Balkan Studies),Linköping University,Europe,Sweden,Linköping,1,25
6323,East and Southeastern European Studies (Balkan Studies),Linnæus University,Europe,Sweden,Väjxö,1,26
6324,East and Southeastern European Studies (Balkan Studies),Luleå University of Technology,Europe,Sweden,Luleå,1,28
6325,East and Southeastern European Studies (Balkan Studies),Lund University,Europe,Sweden,Lund,2,29
6326,East and Southeastern European Studies (Balkan Studies),Lund University,Europe,Sweden,Lund,2,159
6327,East and Southeastern European Studies (Balkan Studies),Macquarie University,Australia/Oceania,Australia,North Ryde,1,30
6328,East and Southeastern European Studies (Balkan Studies),Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,161
6329,East and Southeastern European Studies (Balkan Studies),Maqsut Narikbayev University,Asia,Kazakhstan,Astana,2,162
6330,East and Southeastern European Studies (Balkan Studies),McGill University,North America,Canada,Montreal,1,31
6331,East and Southeastern European Studies (Balkan Studies),McMaster University,North America,Canada,Hamilton,1,32
6332,East and Southeastern European Studies (Balkan Studies),Mid Sweden University,Europe,Sweden,Sundsvall,1,33
6333,East and Southeastern European Studies (Balkan Studies),Monash University,Australia/Oceania,Australia,Clayton,1,34
6334,East and Southeastern European Studies (Balkan Studies),Nagoya University,Asia,Japan,"Chikusa Ward, Nagoya",1,35
6335,East and Southeastern European Studies (Balkan Studies),National Autonomous University of Mexico,South America,Mexico,Mexico City,1,36
6336,East and Southeastern European Studies (Balkan Studies),National Chengchi University,Asia,China (Taiwan),Taipei,1,163
6337,East and Southeastern European Studies (Balkan Studies),National Taiwan University,Asia,China (Taiwan),Taipei City,1,37
6338,East and Southeastern European Studies (Balkan Studies),National University of Colombia,South America,Colombia,Bogota,1,38
6339,East and Southeastern European Studies (Balkan Studies),National University of Singapore,Asia,Singapore,Singapore,1,39
6340,East and Southeastern European Studies (Balkan Studies),New York University,North America,USA,New York City,1,40
6341,East and Southeastern European Studies (Balkan Studies),North Carolina State University,North America,USA,Raleigh,1,41
6342,East and Southeastern European Studies (Balkan Studies),Norwegian University of Science and Technology (NTNU),Europe,Norway,Trondheim,1,42
6343,East and Southeastern European Studies (Balkan Studies),Osaka University,Asia,Japan,Suita,1,43
6344,East and Southeastern European Studies (Balkan Studies),Pompeu Fabra University,Europe,Spain,Barcelona,1,165
6345,East and Southeastern European Studies (Balkan Studies),Pontifical Catholic University of Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,44
6346,East and Southeastern European Studies (Balkan Studies),Queensland University of Technology,Australia/Oceania,Australia,Brisbane,1,45
6347,East and Southeastern European Studies (Balkan Studies),Ritsumeikan University,Asia,Japan,"Kita Ward, Kyoto",1,46
6348,East and Southeastern European Studies (Balkan Studies),Seoul National University,Asia,South Korea,Seoul,1,47
6349,East and Southeastern European Studies (Balkan Studies),Simon Fraser University,North America,Canada,Burnaby,1,48
6350,East and Southeastern European Studies (Balkan Studies),Singapore Management University,Asia,Singapore,Singapore,1,49
6351,East and Southeastern European Studies (Balkan Studies),Sogang University,Asia,South Korea,Soul,1,167
6352,East and Southeastern European Studies (Balkan Studies),Sorbonne University,Europe,France,Paris,1,50
6353,East and Southeastern European Studies (Balkan Studies),Stellenbosch University,Africa,South Africa,Stellenbosch,1,51
6354,East and Southeastern European Studies (Balkan Studies),Stockholm University,Europe,Sweden,Stockholm,1,52
6355,East and Southeastern European Studies (Balkan Studies),Sungkyunkwan University,Asia,South Korea,Soul,2,53
6356,East and Southeastern European Studies (Balkan Studies),Sungkyunkwan University,Asia,South Korea,Soul,2,168
6357,East and Southeastern European Studies (Balkan Studies),Tampere University,Europe,Finland,Tampere,1,54
6358,East and Southeastern European Studies (Balkan Studies),Tsinghua University,Asia,China (Mainland),Beijing,1,56
6359,East and Southeastern European Studies (Balkan Studies),Tunghai University,Asia,China (Taiwan),Taichung City,1,169
6360,East and Southeastern European Studies (Balkan Studies),UiT The Arctic University of Norway,Europe,Norway,Tromsø,1,57
6361,East and Southeastern European Studies (Balkan Studies),Umeå University,Europe,Sweden,Umea,1,58
6362,East and Southeastern European Studies (Balkan Studies),Universidad de las Américas Puebla,South America,Mexico,Puebla,1,59
6363,East and Southeastern European Studies (Balkan Studies),UNIVERSITY OF LISBOA,Europe,Portugal,Lisboa,1,170
6364,East and Southeastern European Studies (Balkan Studies),Universidade Federal do Rio de Janeiro,South America,Brazil,Rio de Janeiro,1,60
6365,East and Southeastern European Studies (Balkan Studies),Universität Hamburg,Europe,Germany,Hamburg,1,171
6366,East and Southeastern European Studies (Balkan Studies),University College Cork,Europe,Ireland,Cork,1,174
6367,East and Southeastern European Studies (Balkan Studies),University of Adelaide,Australia/Oceania,Australia,Adelaide,1,62
6368,East and Southeastern European Studies (Balkan Studies),University of Agder,Europe,Norway,Kristiansand,1,63
6369,East and Southeastern European Studies (Balkan Studies),University of Akureyri,Europe,Iceland,Akureyri,1,64
6370,East and Southeastern European Studies (Balkan Studies),University of Amsterdam,Europe,Netherlands,Amsterdam,1,176
6371,East and Southeastern European Studies (Balkan Studies),University of Auckland,Australia/Oceania,New Zealand,Auckland,1,66
6372,East and Southeastern European Studies (Balkan Studies),University of Belgrade,Europe,Serbia,Beograd,1,177
6373,East and Southeastern European Studies (Balkan Studies),University of Bergen,Europe,Norway,Bergen,2,68
6374,East and Southeastern European Studies (Balkan Studies),University of Bergen,Europe,Norway,Bergen,2,178
6375,East and Southeastern European Studies (Balkan Studies),UNIVERSITY OF BIRMINGHAM,Europe,United Kingdom,Birmingham,1,69
6376,East and Southeastern European Studies (Balkan Studies),University of Bologna,Europe,Italy,Bologna,1,179
6377,East and Southeastern European Studies (Balkan Studies),UNIVERSITY OF BRISTOL,Europe,United Kingdom,Bristol,1,70
6378,East and Southeastern European Studies (Balkan Studies),University of British Columbia,North America,Canada,Vancouver,1,71
6379,East and Southeastern European Studies (Balkan Studies),University of Buenos Aires,South America,Argentina,Buenos Aires,1,72
6380,East and Southeastern European Studies (Balkan Studies),University of Calgary,North America,Canada,Calgary,1,73
6381,East and Southeastern European Studies (Balkan Studies),University of California,North America,USA,Santa Barbara,1,74
6382,East and Southeastern European Studies (Balkan Studies),University of Canterbury Christchurch,Australia/Oceania,New Zealand,Christchurch,1,75
6383,East and Southeastern European Studies (Balkan Studies),University of Chile,South America,Chile,Santiago,1,76
6384,East and Southeastern European Studies (Balkan Studies),University of Colorado Boulder,North America,USA,Boulder,1,77
6385,East and Southeastern European Studies (Balkan Studies),University of Eastern Finland,Europe,Finland,Kuopio,1,78
6386,East and Southeastern European Studies (Balkan Studies),University of Edinburgh,Europe,United Kingdom,Edinburgh,1,79
6387,East and Southeastern European Studies (Balkan Studies),UNIVERSITY OF EXETER,Europe,United Kingdom,Exeter,1,80
6388,East and Southeastern European Studies (Balkan Studies),University of Geneva,Europe,Switzerland,Geneva,1,81
6389,East and Southeastern European Studies (Balkan Studies),University of Gothenburg,Europe,Sweden,Goeteborg,1,82
6390,East and Southeastern European Studies (Balkan Studies),University of Guelph,North America,Canada,Guelph,1,83
6391,East and Southeastern European Studies (Balkan Studies),University of Helsinki,Europe,Finland,Helsinki,1,84
6392,East and Southeastern European Studies (Balkan Studies),University of Hong Kong,Asia,China (Hong Kong),Hong Kong,1,85
6393,East and Southeastern European Studies (Balkan Studies),University of Iceland,Europe,Iceland,Reykjavik,2,86
6394,East and Southeastern European Studies (Balkan Studies),University of Iceland,Europe,Iceland,Reykjavik,2,180
6395,East and Southeastern European Studies (Balkan Studies),University of Jyväskylä,Europe,Finland,Jyvaskyla,1,88
6396,East and Southeastern European Studies (Balkan Studies),UNIVERSITY OF KENT,Europe,United Kingdom,Canterbury,1,89
6397,East and Southeastern European Studies (Balkan Studies),University of Lapland,Europe,Finland,Rovaniemi,1,90
6398,East and Southeastern European Studies (Balkan Studies),THE UNIVERSITY OF LEEDS,Europe,United Kingdom,LEEDS,1,91
6399,East and Southeastern European Studies (Balkan Studies),University of Leuven,Europe,Belgium,Leuven,1,182
6400,East and Southeastern European Studies (Balkan Studies),University of Liverpool,Europe,United Kingdom,Liverpool,1,92
6401,East and Southeastern European Studies (Balkan Studies),University of Manchester,Europe,United Kingdom,MANCHESTER,1,93
6402,East and Southeastern European Studies (Balkan Studies),University of Melbourne,Australia/Oceania,Australia,Parkville,1,94
6403,East and Southeastern European Studies (Balkan Studies),University of Milan,Europe,Italy,Milano,1,95
6404,East and Southeastern European Studies (Balkan Studies),University of New South Wales,Australia/Oceania,Australia,Sydney,1,96
6405,East and Southeastern European Studies (Balkan Studies),University of North Carolina at Chapel Hill,North America,USA,Chapel Hill,1,97
6406,East and Southeastern European Studies (Balkan Studies),University of Nottingham Ningbo China,Asia,China (Mainland),Ningbo,1,98
6407,East and Southeastern European Studies (Balkan Studies),University of Oslo,Europe,Norway,Oslo,3,99
6408,East and Southeastern European Studies (Balkan Studies),University of Oslo,Europe,Norway,Oslo,3,100
6409,East and Southeastern European Studies (Balkan Studies),University of Oslo,Europe,Norway,Oslo,3,184
6410,East and Southeastern European Studies (Balkan Studies),University of Otago,Australia/Oceania,New Zealand,Dunedin,1,101
